price,city,address,property_size,property_type,amenities,listing_url,page
1957590.0,Madrid,28009 Madrid,2303.0,Condo/Apartment,"24/7 concierge,Air conditioning,Dishwasher,Furnished,Lift,Terrace,Washing machine",https://www.properstar.com/listing/103128053,
304514.0,Madrid,28038 Madrid,1044.0,Condo/Apartment,"Lift,Terrace",https://www.properstar.com/listing/105066796,
2392610.0,Madrid,28008 Madrid,3197.0,Condo/Apartment,"Air conditioning,Lift",https://www.properstar.com/listing/103128217,
3915180.0,Madrid,28036 Madrid,4090.0,Condo/Apartment,Lift,https://www.properstar.com/listing/105208541,
4785220.0,Madrid,"11 Av. del Mediterráneo, Madrid, Madrid, Chamartín Madrid, Madrid, Chamartín Madrid",4984.0,House,"Garage,Balcony,Barbecue,Parking,Swimming pool,Terrace",https://www.properstar.com/listing/105294842,
859164.0,Madrid,28004 Madrid,743.0,Condo/Apartment,"Internet,Furnished",https://www.properstar.com/listing/105303605,
2718875.0,Madrid,28009 Madrid,1722.0,Condo/Apartment,"Air conditioning,Furnished,Intercom,Internet,Terrace,Washing machine",https://www.properstar.com/listing/105202692,
1740080.0,Madrid,28039 Madrid,2422.0,Condo/Apartment,"Lift,Swimming pool,Air conditioning,Garden,Parking,Terrace",https://www.properstar.com/listing/105208542,
1625887.0,Madrid,28010 Madrid,1119.0,Condo/Apartment,"24/7 concierge,Air conditioning,Furnished,Intercom,Internet,Lift,Balcony",https://www.properstar.com/listing/102420292,
4850473.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",3455.0,House,Fitness centre,https://www.properstar.com/listing/105252786,
1957590.0,Madrid,Calle de Fuencarral,2486.0,Condo/Apartment,Balcony,https://www.properstar.com/listing/105181584,
4181630.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",2874.0,House,"Fitness centre,Garage",https://www.properstar.com/listing/105252787,
2599244.0,Madrid,28008 Madrid,2013.0,Condo/Apartment,"Air conditioning,Alarm,Garage,Garden,Lift,Parking,Terrace,Furnished",https://www.properstar.com/listing/105120714,
1957590.0,Madrid,28009 Madrid,2034.0,Condo/Apartment,"Balcony,Swimming pool",https://www.properstar.com/listing/105303607,
2278417.0,Madrid,28004 Madrid,1550.0,Condo/Apartment,"Air conditioning,Furnished,Intercom,Internet,Lift,Balcony",https://www.properstar.com/listing/102420291,
3969557.0,Madrid,28001 Madrid,1475.0,Condo/Apartment,"Balcony,Dishwasher,Lift,Terrace",https://www.properstar.com/listing/105182017,
2338232.0,Madrid,"8 Pl. Barbatain, Madrid, Madrid, Centro Madrid, Madrid, Centro Madrid",1356.0,House,"Dishwasher,Fitness centre,Garage,Garden,Washing machine,24/7 concierge,Parking",https://www.properstar.com/listing/105252788,
1848835.0,Madrid,"Calle de Serrano, C. de Serrano",1119.0,Condo/Apartment,Balcony,https://www.properstar.com/listing/105181585,
14681924.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",6125.0,House,Fitness centre,https://www.properstar.com/listing/105252812,
